State Name,"District Name","Market Name",Variety,Group,"Arrivals (Tonnes)","Min Price (Rs./Quintal)","Max Price (Rs./Quintal)","Modal Price (Rs./Quintal)","Reported Date"
Maharashtra, Pune, Pune, Local, Vegetables, 970.6, 3600, 5000, 4300, "11 Sep 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 632.2, 3000, 4300, 3650, "15 Nov 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1223.6, 2000, 6000, 4000, "03 Dec 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1364.3, 2000, 7000, 4500, "31 Dec 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1025.7, 1600, 3500, 2550, "24 Oct 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1387, 2000, 5000, 3500, "02 Feb 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1731.7, 1400, 2500, 2050, "16 Oct 2025"
Maharashtra, Pune, Pune, Local, Vegetables, 1283.2, 2200, 4600, 3400, "18 Nov 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 895.8, 2500, 6000, 4250, "04 Jun 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 641, 700, 2500, 1600, "12 Jun 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1112.6, 800, 3000, 1900, "01 Mar 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1760.3, 500, 1700, 1100, "07 May 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1597.6, 600, 2000, 1300, "01 Sep 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 924.2, 2800, 4000, 3400, "16 Jan 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1008.8, 1400, 2600, 2000, "23 Feb 2025"
Maharashtra, Pune, Pune, Local, Vegetables, 2383.6, 1500, 2500, 2000, "12 Mar 2025"
Maharashtra, Pune, Pune, Local, Vegetables, 1954.1, 600, 1800, 1200, "18 Aug 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1193.5, 2000, 3500, 2750, "15 Sep 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 933.5, 3500, 5200, 4350, "06 Feb 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1233.3, 1400, 2800, 2100, "04 Dec 2025"
Maharashtra, Pune, Pune, Local, Vegetables, 2311.7, 500, 1900, 1200, "28 Feb 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1349.8, 500, 1500, 1000, "20 Mar 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1020.6, 2000, 6000, 4000, "05 Nov 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1883.4, 700, 1700, 1200, "14 Mar 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1181.9, 2500, 6200, 4350, "19 Nov 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1594.8, 1500, 2800, 2150, "28 Jan 2025"
Maharashtra, Pune, Pune, Local, Vegetables, 4427.6, 1400, 2600, 2000, "03 Feb 2025"
Maharashtra, Pune, Pune, Local, Vegetables, 1546.4, 600, 2000, 1300, "04 Mar 2025"
Maharashtra, Pune, Pune, Local, Vegetables, 1359.6, 600, 2000, 1300, "16 May 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1194.9, 1400, 2800, 2100, "19 Feb 2025"
Maharashtra, Pune, Pune, Local, Vegetables, 1556, 1200, 2600, 1900, "29 Jan 2025"
Maharashtra, Pune, Pune, Local, Vegetables, 1108.5, 600, 1800, 1200, "10 May 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 786.7, 1000, 3000, 2000, "18 Jun 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1684.6, 1600, 3200, 2400, "24 Jan 2025"
Maharashtra, Pune, Pune, Local, Vegetables, 1512.6, 400, 1600, 1000, "01 Apr 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1470.6, 600, 1600, 1100, "08 Apr 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1326.4, 2000, 6500, 4250, "08 Nov 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1332.7, 1500, 3200, 2350, "24 Dec 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1168.9, 1600, 3200, 2400, "26 Dec 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1132.5, 600, 1800, 1200, "09 May 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1035, 600, 2000, 1400, "03 May 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 954.8, 600, 1900, 1250, "24 Nov 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1185.9, 2500, 6500, 4500, "15 Dec 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1936, 1500, 7000, 4250, "28 Jun 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1056.3, 1000, 3000, 2000, "28 Aug 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 790.7, 2400, 4000, 3200, "05 Dec 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1111.3, 2300, 6500, 4400, "27 Nov 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1773.2, 1500, 3000, 2250, "18 Feb 2025"
Maharashtra, Pune, Pune, Local, Vegetables, 1139.2, 2600, 4000, 3300, "17 Dec 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1621.3, 1500, 2900, 2200, "07 Jan 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1354.5, 1500, 3200, 2350, "12 Dec 2025"
Maharashtra, Pune, Pune, Local, Vegetables, 1306.8, 2000, 7500, 4750, "18 Dec 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1413.5, 1600, 3000, 2300, "28 Apr 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1381.8, 600, 1600, 1100, "17 Feb 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1341.2, 1600, 3200, 2400, "04 Aug 2025"
Maharashtra, Pune, Pune, Local, Vegetables, 909.3, 1400, 3000, 2200, "27 Oct 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1578.2, 1500, 4800, 3150, "25 Dec 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 914.2, 1600, 3200, 2400, "03 Apr 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1330.6, 600, 1600, 1100, "13 Aug 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1278.3, 1800, 3500, 2650, "07 Jun 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 913.6, 800, 2700, 1750, "25 Jul 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 672, 1200, 3000, 2100, "29 Aug 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 981.1, 2500, 4100, 3300, "10 Jun 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1129.3, 900, 3100, 2000, "22 Dec 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1835.5, 1400, 2800, 2100, "06 Oct 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1659.9, 2200, 4600, 3400, "27 Jan 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1582.3, 1400, 3000, 2200, "11 Aug 2025"
Maharashtra, Pune, Pune, Local, Vegetables, 1271.8, 1800, 3500, 2650, "26 May 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1269.7, 700, 2100, 1400, "27 Dec 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1532.9, 1600, 3200, 2400, "25 Jun 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 969, 1000, 3100, 2050, "23 Jul 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1175.2, 1200, 3000, 2100, "14 Nov 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 941.3, 2000, 6100, 4050, "22 Nov 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 953.3, 2500, 6500, 4500, "07 Apr 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1912.6, 600, 1600, 1100, "27 Jun 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 828.2, 1000, 3000, 2000, "08 Jul 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 712.3, 1000, 3100, 2050, "19 Sep 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 777.2, 3200, 4800, 4000, "04 Jul 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1143.3, 1200, 3200, 2200, "28 Oct 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1432.4, 2000, 5000, 3500, "02 Aug 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1126.4, 1400, 3000, 2200, "25 Aug 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1589.6, 2400, 4000, 3200, "09 Oct 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1022.5, 2000, 4400, 3200, "30 Dec 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1142.2, 1500, 3300, 2400, "15 May 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1142.2, 1500, 3300, 2400, "15 May 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1038.3, 600, 2000, 1300, "19 Jun 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 839.4, 1000, 3000, 2000, "14 Jan 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 530, 1500, 2600, 2050, "18 Jul 2025"
Maharashtra, Pune, Pune, Local, Vegetables, 751.5, 1200, 3000, 2100, "29 Mar 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 2101.6, 500, 1700, 1100, "08 Mar 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1718.2, 600, 1800, 1200, "22 Mar 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1304.4, 500, 1500, 1000, "22 Sep 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1128.4, 3500, 4900, 4200, "02 Jan 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1052.3, 1800, 3700, 2750, "17 Mar 2025"
Maharashtra, Pune, Pune, Local, Vegetables, 2454.4, 400, 1600, 1000, "27 Feb 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 2626, 700, 2100, 1400, "06 Mar 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1594.5, 600, 1800, 1200, "07 Dec 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 985.7, 2200, 4500, 3350, "10 Oct 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 849.9, 3000, 4500, 3750, "08 Sep 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 951.5, 1200, 3100, 2150, "14 Jul 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 251.3, 1000, 3000, 2000, "01 Jul 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1139.7, 1200, 3000, 2100, "30 Jul 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 839.6, 900, 2500, 1700, "30 May 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1007.9, 1500, 2600, 2050, "26 Feb 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1466.7, 500, 1500, 1000, "21 Apr 2025"
Maharashtra, Pune, Pune, Local, Vegetables, 1345.6, 1500, 3300, 2400, "19 Jan 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1078.6, 2000, 6300, 4150, "12 Nov 2025"
Maharashtra, Pune, Pune, Local, Vegetables, 1105.5, 1500, 4500, 3000, "11 Oct 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1105.5, 1500, 4500, 3000, "30 Jun 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 851.5, 1000, 3000, 2000, "25 Apr 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 984.4, 600, 1600, 1100, "17 Jun 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 513.5, 1000, 3100, 2050, "03 Oct 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 624.4, 2000, 4400, 3200, "02 Apr 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1390, 500, 1700, 1100, "19 Jul 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 970.1, 1300, 3100, 2200, "24 May 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 983.9, 800, 2200, 1500, "10 Jul 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 692.1, 1200, 3200, 2200, "25 Oct 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1370.4, 1800, 5000, 3400, "11 Mar 2024"
