State Name,"District Name","Market Name",Variety,Group,"Arrivals (Tonnes)","Min Price (Rs./Quintal)","Max Price (Rs./Quintal)","Modal Price (Rs./Quintal)","Reported Date"
Maharashtra,Pune,Pune,Local,Vegetables,200.6,500,1400,950,"14 Oct 2025"
Maharashtra,Pune,Pune,Local,Vegetables,200.9,1000,4000,2500,"25 Dec 2024"
Maharashtra,Pune,Pune,Local,Vegetables,207.8,1000,2500,1750,"15 Oct 2024"
Maharashtra,Pune,Pune,Local,Vegetables,210.3,1000,4000,2500,"22 Dec 2024"
Maharashtra,Pune,Pune,Local,Vegetables,236,1000,2500,1750,"26 Mar 2024"
Maharashtra,Pune,Pune,Local,Vegetables,237.4,600,1400,1000,"13 Oct 2024"
Maharashtra,Pune,Pune,Local,Vegetables,249.8,1500,5000,3250,"02 Aug 2024"
Maharashtra,Pune,Pune,Local,Vegetables,254.9,1000,2500,1750,"14 Apr 2024"
Maharashtra,Pune,Pune,Local,Vegetables,261,500,1200,850,"20 Oct 2024"
Maharashtra,Pune,Pune,Local,Vegetables,273,1000,5000,3000,"26 May 2024"
Maharashtra,Pune,Pune,Local,Vegetables,277.3,1000,1800,1400,"09 Feb 2024"
Maharashtra,Pune,Pune,Local,Vegetables,332.1,400,1200,800,"31 May 2025"
Maharashtra,Pune,Pune,Local,Vegetables,22.2,600,1600,1100,"04 Mar 2024"
Maharashtra,Pune,Pune,Local,Vegetables,131.2,700,1200,950,"31 Oct 2024"
Maharashtra,Pune,Pune,Local,Vegetables,139.1,1000,2500,1750,"25 Jun 2024"
Maharashtra,Pune,Pune,Local,Vegetables,159.9,1300,4000,2650,"03 Jul 2024"
Maharashtra,Pune,Pune,Local,Vegetables,161.5,1500,5000,3250,"19 Dec 2024"
Maharashtra,Pune,Pune,Local,Vegetables,162.1,600,2200,1400,"23 Jul 2024"
Maharashtra,Pune,Pune,Local,Vegetables,167.6,1500,6000,3750,"13 Nov 2024"
Maharashtra,Pune,Pune,Local,Vegetables,175.5,1000,2500,1750,"08 Jan 2024"
Maharashtra,Pune,Pune,Local,Vegetables,184.9,600,1500,1050,"27 Aug 2025"
Maharashtra,Pune,Pune,Local,Vegetables,191.5,600,2000,1300,"04 Jun 2024"
Maharashtra,Pune,Pune,Local,Vegetables,197.1,1000,4000,2500,"06 Feb 2024"
Maharashtra,Pune,Pune,Local,Vegetables,207.8,400,1000,700,"22 Mar 2025"
Maharashtra,Pune,Pune,Local,Vegetables,211.5,600,1600,1100,"27 Jan 2024"
Maharashtra,Pune,Pune,Local,Vegetables,222,600,1400,900,"09 Aug 2025"
Maharashtra,Pune,Pune,Local,Vegetables,240.2,600,2200,1400,"29 Aug 2024"
Maharashtra,Pune,Pune,Local,Vegetables,241.4,600,2500,1550,"06 Dec 2024"
Maharashtra,Pune,Pune,Local,Vegetables,258.3,1000,3000,2000,"24 Nov 2024"
Maharashtra,Pune,Pune,Local,Vegetables,261.2,1000,2500,1750,"14 May 2024"
Maharashtra,Pune,Pune,Local,Vegetables,323.3,600,1600,1100,"11 Nov 2024"
Maharashtra,Pune,Pune,Local,Vegetables,128,1000,2500,1750,"29 Apr 2024"
Maharashtra,Pune,Pune,Local,Vegetables,147.7,600,1200,900,"11 Oct 2024"
Maharashtra,Pune,Pune,Local,Vegetables,155.3,1000,4500,2750,"17 Feb 2024"
Maharashtra,Pune,Pune,Local,Vegetables,159.3,700,1200,950,"22 Jan 2025"
Maharashtra,Pune,Pune,Local,Vegetables,167.7,500,1200,850,"24 Jun 2025"
Maharashtra,Pune,Pune,Local,Vegetables,171.9,1000,4500,2750,"05 Sep 2024"
Maharashtra,Pune,Pune,Local,Vegetables,178.1,600,2000,1300,"21 Mar 2024"
Maharashtra,Pune,Pune,Local,Vegetables,184.4,600,1400,1000,"05 Dec 2024"
Maharashtra,Pune,Pune,Local,Vegetables,224.3,1000,3000,2000,"22 Sep 2024"
Maharashtra,Pune,Pune,Local,Vegetables,239,1000,3500,2250,"15 Sep 2024"
Maharashtra,Pune,Pune,Local,Vegetables,274.6,600,2200,1400,"19 Aug 2024"
Maharashtra,Pune,Pune,Local,Vegetables,103.1,1000,3000,2000,"26 Feb 2024"
Maharashtra,Pune,Pune,Local,Vegetables,108.1,600,1200,900,"28 Nov 2025"
Maharashtra,Pune,Pune,Local,Vegetables,139.9,1000,3500,2250,"25 Nov 2024"
Maharashtra,Pune,Pune,Local,Vegetables,160.9,1000,2500,1750,"03 Apr 2024"
Maharashtra,Pune,Pune,Local,Vegetables,164.5,600,1400,1000,"11 Jun 2024"
Maharashtra,Pune,Pune,Local,Vegetables,166,1000,3000,2000,"13 Feb 2024"
Maharashtra,Pune,Pune,Local,Vegetables,175.5,500,1200,850,"02 Sep 2025"
